subject,run,sfreq,n_ch,dur_s,n_T0,dur_T0,n_T1,dur_T1,n_T2,dur_T2,cohort
80,3,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
80,7,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
80,11,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
80,4,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
80,8,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
80,12,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
82,3,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
82,7,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
82,11,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
82,4,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
82,8,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
82,12,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
84,3,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
84,7,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
84,11,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
84,4,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
84,8,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
84,12,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
85,3,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
85,7,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
85,11,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
85,4,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
85,8,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
85,12,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
87,3,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
87,7,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
87,11,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
87,4,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
87,8,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
87,12,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
90,3,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
90,7,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
90,11,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
90,4,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
90,8,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
90,12,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
93,3,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
93,7,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
93,11,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
93,4,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
93,8,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
93,12,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
94,3,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
94,7,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
94,11,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
94,4,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
94,8,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
94,12,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
95,3,160.0,64,125.0,15,4.2,8,4.1,7,4.1,dev
95,7,160.0,64,125.0,15,4.2,7,4.1,8,4.1,dev
95,11,160.0,64,125.0,15,4.2,7,4.1,8,4.1,dev
95,4,160.0,64,125.0,15,4.2,7,4.1,8,4.1,dev
95,8,160.0,64,125.0,15,4.2,8,4.1,7,4.1,dev
95,12,160.0,64,125.0,15,4.2,8,4.1,7,4.1,dev
96,3,160.0,64,125.0,15,4.2,7,4.1,8,4.1,dev
96,7,160.0,64,125.0,15,4.2,7,4.1,8,4.1,dev
96,11,160.0,64,125.0,15,4.2,8,4.1,7,4.1,dev
96,4,160.0,64,125.0,15,4.2,7,4.1,8,4.1,dev
96,8,160.0,64,125.0,15,4.2,8,4.1,7,4.1,dev
96,12,160.0,64,125.0,15,4.2,8,4.1,7,4.1,dev
97,3,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
97,7,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
97,11,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
97,4,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
97,8,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
97,12,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
99,3,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
99,7,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
99,11,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
99,4,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
99,8,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
99,12,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
102,3,160.0,64,123.0,15,4.107,7,4.1,8,4.087,dev
102,7,160.0,64,123.0,15,4.107,7,4.1,8,4.087,dev
102,11,160.0,64,123.0,15,4.107,8,4.087,7,4.1,dev
102,4,160.0,64,123.0,15,4.107,7,4.1,8,4.087,dev
102,8,160.0,64,123.0,15,4.107,7,4.1,8,4.087,dev
102,12,160.0,64,123.0,15,4.107,8,4.087,7,4.1,dev
105,3,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
105,7,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
105,11,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
105,4,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
105,8,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
105,12,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
107,3,160.0,64,125.0,15,4.2,8,4.1,7,4.1,dev
107,7,160.0,64,125.0,15,4.2,7,4.1,8,4.1,dev
107,11,160.0,64,125.0,15,4.2,8,4.1,7,4.1,dev
107,4,160.0,64,125.0,15,4.2,8,4.1,7,4.1,dev
107,8,160.0,64,125.0,15,4.2,8,4.1,7,4.1,dev
107,12,160.0,64,125.0,15,4.2,8,4.1,7,4.1,dev
108,3,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
108,7,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
108,11,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
108,4,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
108,8,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
108,12,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
109,3,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
109,7,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
109,11,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
109,4,160.0,64,123.0,15,4.1,7,4.1,8,4.1,dev
109,8,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
109,12,160.0,64,123.0,15,4.1,8,4.1,7,4.1,dev
38,3,160.0,64,123.0,15,4.1,7,4.1,8,4.1,excluded
38,7,160.0,64,123.0,15,4.1,8,4.1,7,4.1,excluded
38,11,160.0,64,123.0,15,4.1,8,4.1,7,4.1,excluded
38,4,160.0,64,123.0,15,4.1,8,4.1,7,4.1,excluded
38,8,160.0,64,123.0,15,4.1,8,4.1,7,4.1,excluded
38,12,160.0,64,123.0,15,4.1,7,4.1,8,4.1,excluded
88,3,128.0,64,124.0,19,1.375,9,5.125,10,5.125,excluded
88,7,128.0,64,124.0,19,1.375,10,5.125,9,5.125,excluded
88,11,128.0,64,124.0,19,1.375,9,5.125,10,5.125,excluded
88,4,128.0,64,124.0,19,1.375,10,5.125,9,5.125,excluded
88,8,128.0,64,124.0,19,1.375,10,5.125,9,5.125,excluded
88,12,128.0,64,124.0,19,1.375,9,5.125,10,5.125,excluded
89,3,160.0,64,181.0,22,4.052,11,4.145,11,4.15,excluded
89,7,160.0,64,123.0,15,4.053,8,4.144,7,4.15,excluded
89,11,160.0,64,123.0,15,4.053,7,4.15,8,4.144,excluded
89,4,160.0,64,123.0,15,4.053,8,4.144,7,4.15,excluded
89,8,160.0,64,123.0,15,4.053,8,4.144,7,4.15,excluded
89,12,160.0,64,123.0,15,4.053,8,4.144,7,4.15,excluded
92,3,128.0,64,124.0,19,1.375,10,5.125,9,5.125,excluded
92,7,128.0,64,124.0,19,1.375,10,5.125,9,5.125,excluded
92,11,128.0,64,124.0,19,1.375,10,5.125,9,5.125,excluded
92,4,128.0,64,124.0,19,1.375,9,5.125,10,5.125,excluded
92,8,128.0,64,124.0,19,1.375,9,5.125,10,5.125,excluded
92,12,128.0,64,124.0,19,1.375,9,5.125,10,5.125,excluded
100,3,128.0,64,123.0,12,5.125,6,5.121,6,5.125,excluded
100,7,128.0,64,123.0,12,5.125,6,5.121,6,5.125,excluded
100,11,128.0,64,123.0,12,5.125,6,5.125,6,5.121,excluded
100,4,128.0,64,123.0,12,5.125,6,5.121,6,5.125,excluded
100,8,128.0,64,123.0,12,5.125,6,5.125,6,5.121,excluded
100,12,128.0,64,123.0,12,5.125,6,5.125,6,5.121,excluded
104,3,160.0,64,123.0,15,4.1,7,4.1,8,4.1,excluded
104,7,160.0,64,123.0,15,4.1,8,4.1,7,4.1,excluded
104,11,160.0,64,123.0,15,4.1,8,4.1,7,4.1,excluded
104,4,160.0,64,123.0,15,4.1,7,4.1,8,4.1,excluded
104,8,160.0,64,106.0,13,4.1,7,3.939,6,4.1,excluded
104,12,160.0,64,123.0,15,4.1,8,4.1,7,4.1,excluded
